"Time","Source","Src Port","Destination","Dst Port","Protocol","Length","Data","Info"
"30.525179638","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"30.794188401","192.168.1.147","11601","239.255.255.250","1900","SSDP","215","","M-SEARCH * HTTP/1.1 "
"30.794977913","192.168.1.147","11601","239.255.255.250","1900","SSDP","215","","M-SEARCH * HTTP/1.1 "
"30.960853031","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"31.789190868","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da600800180c2ef03fea4ceda6efdcd00545249030300859da60080d8d9df7dâ\200\246","Ethernet II"
"31.789191499","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da600800180c2ef03fea4ceda6efdcd00545249030300859da60080d8d9df7dâ\200\246","Ethernet II"
"31.789191529","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da600800180c2ef03fea4ceda6efdcd00545249030300859da60080d8d9df7dâ\200\246","Ethernet II"
"31.789390290","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da600800180c2ef03fea4ceda6efdcd00545249030300859da60080d8d9df7dâ\200\246","Ethernet II"
"31.789390370","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da600800180c2ef03fea4ceda6efdcd00545249030300859da60080d8d9df7dâ\200\246","Ethernet II"
"31.789390400","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da600800180c2ef03fea4ceda6efdcd00545249030300859da60080d8d9df7dâ\200\246","Ethernet II"
"31.789390430","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da600800180c2ef03fea4ceda6efdcd00545249030300859da60080d8d9df7dâ\200\246","Ethernet II"
"31.789657572","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da600800180c2ef03fea4ceda6efdcd00545249030300859da60080d8d9df7dâ\200\246","Ethernet II"
"31.789657662","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","102","030304859da600c00180c2ef03fea4ceda6efdcd0d54524903030d859da600c0d8d9df7dâ\200\246","Ethernet II"
"31.789657692","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","180","030304859da600c00180c2ef03fea4ceda6efdcd0d54524903030e859da600c0d2d959d9â\200\246","Ethernet II"
"31.836103337","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"31.836302485","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"31.836736457","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"31.837368207","fe80::150d:e1f2:b6e9:6559","49941","ff02::1:3","5355","LLMNR","95","","Standard query 0x7fef A BRW7440BBBE4A3A"
"31.837457358","192.168.1.137","49941","224.0.0.252","5355","LLMNR","75","","Standard query 0x7fef A BRW7440BBBE4A3A"
"31.837846914","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"31.838157058","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"31.943549723","192.168.1.137","1900","192.168.1.147","11601","SSDP","481","","HTTP/1.1 200 OK "
"32.109289476","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_00","","STP","60","","Conf. Root = 32768/0/a4:ce:da:6e:fd:ca  Cost = 0  Port = 0x8003"
"32.251887607","fe80::150d:e1f2:b6e9:6559","49941","ff02::1:3","5355","LLMNR","95","","Standard query 0x7fef A BRW7440BBBE4A3A"
"32.251888108","142.250.4.95","443","192.168.1.137","57769","TLSv1.2","139","","Application Data"
"32.251888138","192.168.1.137","49941","224.0.0.252","5355","LLMNR","75","","Standard query 0x7fef A BRW7440BBBE4A3A"
"32.253330878","IntelCor_1d:00:dd","","Broadcast","","ARP","60","","Who has 192.168.1.31? Tell 192.168.1.197"
"32.267662991","192.168.1.137","57918","13.227.254.12","443","TCP","60","","[TCP Keep-Alive] 57918  >  443 [ACK] Seq=1 Ack=1 Win=1027 Len=1"
"32.269742724","13.227.254.12","443","192.168.1.137","57918","TCP","66","","[TCP Keep-Alive ACK] 443  >  57918 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2"
"32.282754144","192.168.1.137","57920","13.227.254.12","443","TCP","60","","[TCP Keep-Alive] 57920  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1"
"32.284521229","13.227.254.12","443","192.168.1.137","57920","TCP","66","","[TCP Keep-Alive ACK] 443  >  57920 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2"
"32.298180157","192.168.1.137","57769","142.250.4.95","443","TCP","60","","57769  >  443 [ACK] Seq=1 Ack=256 Win=1024 Len=0"
"32.592310288","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"32.598876614","192.168.1.137","55800","157.240.7.54","443","TLSv1.2","116","","Application Data"
"32.600866656","157.240.7.54","443","192.168.1.137","55800","TCP","60","","443  >  55800 [ACK] Seq=72 Ack=194 Win=697 Len=0"
"32.751117301","192.168.1.146","11586","239.255.255.250","1900","SSDP","243","","M-SEARCH * HTTP/1.1 "
"32.756972270","192.168.1.137","57274","142.251.12.113","443","TLSv1.2","2508","","Application Data"
"32.756972681","192.168.1.137","57274","142.251.12.113","443","TLSv1.2","6665","","Application Data"
"32.757283676","192.168.1.137","61520","142.251.10.113","443","UDP","1399","72e5e20ce33157ac584e161729b800f4276a2ded0a1a582b4c113090e68ad9e43bdf0f78â\200\246","61520  >  443 Len=1357"
"32.757283947","192.168.1.137","61520","142.251.10.113","443","UDP","1399","7de5e20ce33157ac58ebf21e4b0eca9fb8c553248c9cc72670986ba1ce75a6d53aa81d06â\200\246","61520  >  443 Len=1357"
"32.757283977","192.168.1.137","61520","142.251.10.113","443","UDP","1399","51e5e20ce33157ac5852899e6146187733da71492245bff0ef788fd7ebaf0026ebc5850eâ\200\246","61520  >  443 Len=1357"
"32.757356476","192.168.1.137","61520","142.251.10.113","443","UDP","1399","5ce5e20ce33157ac587dc5dff9cdc22f88e94a1f2b5fbf63c73792742cdfa52401716958â\200\246","61520  >  443 Len=1357"
"32.757356506","192.168.1.137","61520","142.251.10.113","443","UDP","1399","58e5e20ce33157ac58f23321d60ebddc15b5de4f0e3af1f6e4817a1c2032ea3da5ebb72câ\200\246","61520  >  443 Len=1357"
"32.757356526","192.168.1.137","61520","142.251.10.113","443","UDP","1399","6fe5e20ce33157ac58ba9df6f9f73ade6701ebf0bb93856b3d76718d7843257acbd44bedâ\200\246","61520  >  443 Len=1357"
"32.757413034","192.168.1.137","61520","142.251.10.113","443","UDP","1399","59e5e20ce33157ac58197b363158b454e4e77f089bfcef69dfa93f7c76e00258f9f547f1â\200\246","61520  >  443 Len=1357"
"32.757413054","192.168.1.137","61520","142.251.10.113","443","UDP","1399","7ae5e20ce33157ac5876ba5baa68174d2e2c46aaf95523ca8421a556277474cc59c8cbceâ\200\246","61520  >  443 Len=1357"
"32.757465875","192.168.1.137","61520","142.251.10.113","443","UDP","1098","75e5e20ce33157ac58f0229bcb49cf435d11db2f5724a3ac23efe410164e26974f988cd4â\200\246","61520  >  443 Len=1056"
"32.759784005","142.251.12.113","443","192.168.1.137","57274","TCP","60","","443  >  57274 [ACK] Seq=1973 Ack=13927 Win=5304 Len=0"
"32.759784195","142.251.12.113","443","192.168.1.137","57274","TCP","60","","443  >  57274 [ACK] Seq=1973 Ack=14969 Win=5300 Len=0"
"32.760149625","142.251.12.113","443","192.168.1.137","57274","TCP","60","","443  >  57274 [ACK] Seq=1973 Ack=16381 Win=5299 Len=0"
"32.760469874","142.251.12.113","443","192.168.1.137","57274","TCP","60","","443  >  57274 [ACK] Seq=1973 Ack=17793 Win=5299 Len=0"
"32.760469974","142.251.12.113","443","192.168.1.137","57274","TCP","60","","443  >  57274 [ACK] Seq=1973 Ack=19205 Win=5299 Len=0"
"32.760962688","142.251.12.113","443","192.168.1.137","57274","TCP","60","","443  >  57274 [ACK] Seq=1973 Ack=20617 Win=5299 Len=0"
"32.761237930","142.251.12.113","443","192.168.1.137","57274","TCP","60","","443  >  57274 [ACK] Seq=1973 Ack=21580 Win=5299 Len=0"
"32.761529906","142.251.10.113","443","192.168.1.137","61520","UDP","79","43703d8fe320268141ee21813cac17787a6e1d6aab1f7e4bf970fb75bf1758006fb2e7e8â\200\246","443  >  61520 Len=37"
"32.762675680","142.251.10.113","443","192.168.1.137","61520","UDP","72","58703d8fd2ab4c975434dd3e3f6cb90563e5300a1c376d27f14e8ca0f197","443  >  61520 Len=30"
"32.764083900","142.251.10.113","443","192.168.1.137","61520","UDP","73","45703d8f422d8aebd253bd0217ecb3f4bcf69a5953be4941e3954fe062e237","443  >  61520 Len=31"
"32.782901681","192.168.1.137","61520","142.251.10.113","443","UDP","77","4ce5e20ce33157ac580b43fd8151f909d41e066587a4346fae749d29a10c3152df6dbc","61520  >  443 Len=35"
"32.784439977","IntelCor_1d:00:dd","","Broadcast","","ARP","60","","Who has 192.168.1.31? Tell 192.168.1.197"
"32.812483765","142.251.12.113","443","192.168.1.137","57274","TLSv1.2","600","","Application Data"
"32.812763701","142.251.12.113","443","192.168.1.137","57274","TLSv1.2","257","","Application Data"
"32.812763901","142.251.12.113","443","192.168.1.137","57274","TLSv1.2","131","","Application Data"
"32.812763931","192.168.1.137","57274","142.251.12.113","443","TCP","60","","57274  >  443 [ACK] Seq=21580 Ack=2799 Win=1022 Len=0"
"32.812817243","142.251.12.113","443","192.168.1.137","57274","TLSv1.2","93","","Application Data"
"32.812817273","192.168.1.137","57274","142.251.12.113","443","TCP","60","","57274  >  443 [ACK] Seq=21580 Ack=2838 Win=1021 Len=0"
"32.812817293","192.168.1.137","57274","142.251.12.113","443","TLSv1.2","93","","Application Data"
"32.815748910","142.251.12.113","443","192.168.1.137","57274","TCP","60","","443  >  57274 [ACK] Seq=2838 Ack=21619 Win=5309 Len=0"
"32.841106987","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"32.841481664","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"32.841818517","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"32.842154320","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"33.049600916","142.251.10.113","443","192.168.1.137","61520","UDP","731","49703d8f1fa6feced0efa49162c3f18289ee3e99cc7c905a04fc2a0cb10e1d9ede413fe0â\200\246","443  >  61520 Len=689"
"33.050215143","192.168.1.137","61520","142.251.10.113","443","UDP","84","48e5e20ce33157ac58889c6a73216c8d1f0022e5b2bbb20a861f5426d2870fb3d076b370â\200\246","61520  >  443 Len=42"
"33.052394537","142.251.10.113","443","192.168.1.137","61520","UDP","78","42703d8f993aa9ff01b2fced22eaef64762fa31246dfb1eb91a56621704da27f610f6138","443  >  61520 Len=36"
"33.052551047","192.168.1.137","61520","142.251.10.113","443","UDP","76","47e5e20ce33157ac58bb03808cce7078100ded6d60a658e115eca144a93e65fb286d","61520  >  443 Len=34"
"33.118846826","192.168.1.137","1900","192.168.1.147","11601","SSDP","481","","HTTP/1.1 200 OK "
"33.346741465","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"33.390406023","192.168.1.254","44869","192.168.1.255","9995","UDP","139","0130203139322e3136382e312e3235340000000000000000000000000000000000737465â\200\246","44869  >  9995 Len=97"
"33.669800182","fe80::150d:e1f2:b6e9:6559","52870","ff02::c","3702","UDP","718","3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d227574662d3822â\200\246","52870  >  3702 Len=656"
"33.670934081","192.168.1.137","52869","239.255.255.250","3702","UDP","698","3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d227574662d3822â\200\246","52869  >  3702 Len=656"
"33.784585495","IntelCor_1d:00:dd","","Broadcast","","ARP","60","","Who has 192.168.1.31? Tell 192.168.1.197"
"33.790658977","fe80::150d:e1f2:b6e9:6559","52870","ff02::c","3702","UDP","718","3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d227574662d3822â\200\246","52870  >  3702 Len=656"
"33.915004730","192.168.1.137","52869","239.255.255.250","3702","UDP","698","3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d227574662d3822â\200\246","52869  >  3702 Len=656"
"34.025047619","fe80::150d:e1f2:b6e9:6559","52870","ff02::c","3702","UDP","718","3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d227574662d3822â\200\246","52870  >  3702 Len=656"
"34.084824507","192.168.1.227","42434","192.168.1.1","8009","TCP","176","","42434  >  8009 [PSH, ACK] Seq=661 Ack=661 Win=501 Len=110 TSval=2919189053 TSecr=1841275650 [TCP segment of a reassembled PDU]"
"34.086998511","192.168.1.1","8009","192.168.1.227","42434","TCP","176","","8009  >  42434 [PSH, ACK] Seq=661 Ack=771 Win=503 Len=110 TSval=1841280654 TSecr=2919189053 [TCP segment of a reassembled PDU]"
"34.087070378","192.168.1.227","42434","192.168.1.1","8009","TCP","66","","42434  >  8009 [ACK] Seq=771 Ack=771 Win=501 Len=0 TSval=2919189056 TSecr=1841280654"
"34.101612225","192.168.1.137","56461","192.168.1.1","8009","TCP","164","","56461  >  8009 [PSH, ACK] Seq=661 Ack=661 Win=1026 Len=110 [TCP segment of a reassembled PDU]"
"34.103655673","192.168.1.1","8009","192.168.1.137","56461","TCP","164","","8009  >  56461 [PSH, ACK] Seq=661 Ack=771 Win=507 Len=110 [TCP segment of a reassembled PDU]"
"34.109288111","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_00","","STP","60","","Conf. Root = 32768/0/a4:ce:da:6e:fd:ca  Cost = 0  Port = 0x8003"
"34.148464784","192.168.1.137","56461","192.168.1.1","8009","TCP","60","","56461  >  8009 [ACK] Seq=771 Ack=771 Win=1025 Len=0"
"34.209199303","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"34.209452531","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"34.209957996","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"34.210659289","fe80::150d:e1f2:b6e9:6559","62348","ff02::1:3","5355","LLMNR","95","","Standard query 0xe0fb A BRW7440BBBE4A3A"
"34.210775882","192.168.1.137","62348","224.0.0.252","5355","LLMNR","75","","Standard query 0xe0fb A BRW7440BBBE4A3A"
"34.211199984","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"34.211606192","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"34.275732560","192.168.1.227","41436","162.159.200.123","123","NTP","90","","NTP Version 4, client"
"34.279511458","162.159.200.123","123","192.168.1.227","41436","NTP","90","","NTP Version 4, server"
"34.365300568","192.168.1.227","52686","192.168.1.183","5000","TCP","74","","52686  >  5000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2341538638 TSecr=0 WS=128"
"34.366081511","VMware_16:19:97","","Broadcast","","ARP","42","","Who has 192.168.1.227? Tell 192.168.1.183"
"34.366443785","VMware_65:77:ad","","VMware_16:19:97","","ARP","60","","192.168.1.227 is at 00:0c:29:65:77:ad"
"34.366449025","192.168.1.183","5000","192.168.1.227","52686","TCP","74","","5000  >  52686 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1741518850 TSecr=2341538638 WS=128"
"34.366907576","192.168.1.227","52686","192.168.1.183","5000","TCP","66","","52686  >  5000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2341538641 TSecr=1741518850"
"34.371298075","192.168.1.227","52686","192.168.1.183","5000","HTTP","499","","GET / HTTP/1.1 "
"34.371459314","192.168.1.183","5000","192.168.1.227","52686","TCP","66","","5000  >  52686 [ACK] Seq=1 Ack=434 Win=64768 Len=0 TSval=1741518855 TSecr=2341538645"
"34.407969049","192.168.1.137","52869","239.255.255.250","3702","UDP","698","3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d227574662d3822â\200\246","52869  >  3702 Len=656"
"34.500213658","fe80::150d:e1f2:b6e9:6559","52870","ff02::c","3702","UDP","718","3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d227574662d3822â\200\246","52870  >  3702 Len=656"
"34.506482925","192.168.1.183","5000","192.168.1.227","52686","TCP","241","","5000  >  52686 [PSH, ACK] Seq=1 Ack=434 Win=64768 Len=175 TSval=1741518990 TSecr=2341538645 [TCP segment of a reassembled PDU]"
"34.507083789","192.168.1.227","52686","192.168.1.183","5000","TCP","66","","52686  >  5000 [ACK] Seq=434 Ack=176 Win=64128 Len=0 TSval=2341538781 TSecr=1741518990"
"34.507132558","192.168.1.183","5000","192.168.1.227","52686","TCP","5858","","5000  >  52686 [PSH, ACK] Seq=176 Ack=434 Win=64768 Len=5792 TSval=1741518991 TSecr=2341538645 [TCP segment of a reassembled PDU]"
"34.507333434","192.168.1.183","5000","192.168.1.227","52686","HTTP","1445","","HTTP/1.1 200 OK  (text/html)"
"34.507366801","192.168.1.227","52686","192.168.1.183","5000","TCP","66","","52686  >  5000 [ACK] Seq=434 Ack=5968 Win=61568 Len=0 TSval=2341538781 TSecr=1741518991"
"34.507641082","192.168.1.183","5000","192.168.1.227","52686","TCP","66","","5000  >  52686 [FIN, ACK] Seq=7347 Ack=434 Win=64768 Len=0 TSval=1741518992 TSecr=2341538781"
"34.507647265","192.168.1.227","52686","192.168.1.183","5000","TCP","66","","52686  >  5000 [ACK] Seq=434 Ack=7347 Win=60544 Len=0 TSval=2341538781 TSecr=1741518991"
"34.515828697","192.168.1.227","52686","192.168.1.183","5000","TCP","66","","52686  >  5000 [FIN, ACK] Seq=434 Ack=7348 Win=64128 Len=0 TSval=2341538789 TSecr=1741518992"
"34.515861089","192.168.1.183","5000","192.168.1.227","52686","TCP","66","","5000  >  52686 [ACK] Seq=7348 Ack=435 Win=64768 Len=0 TSval=1741519000 TSecr=2341538789"
"34.623804125","fe80::150d:e1f2:b6e9:6559","62348","ff02::1:3","5355","LLMNR","95","","Standard query 0xe0fb A BRW7440BBBE4A3A"
"34.623804506","192.168.1.137","62348","224.0.0.252","5355","LLMNR","75","","Standard query 0xe0fb A BRW7440BBBE4A3A"
"34.797371642","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da700800180c2ef03fea4ceda6efdcd00545249030300859da70080bbbabc1eâ\200\246","Ethernet II"
"34.797372193","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da700800180c2ef03fea4ceda6efdcd00545249030300859da70080bbbabc1eâ\200\246","Ethernet II"
"34.797372223","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da700800180c2ef03fea4ceda6efdcd00545249030300859da70080bbbabc1eâ\200\246","Ethernet II"
"34.797510839","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da700800180c2ef03fea4ceda6efdcd00545249030300859da70080bbbabc1eâ\200\246","Ethernet II"
"34.797510869","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da700800180c2ef03fea4ceda6efdcd00545249030300859da70080bbbabc1eâ\200\246","Ethernet II"
"34.797510899","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da700800180c2ef03fea4ceda6efdcd00545249030300859da70080bbbabc1eâ\200\246","Ethernet II"
"34.797510919","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da700800180c2ef03fea4ceda6efdcd00545249030300859da70080bbbabc1eâ\200\246","Ethernet II"
"34.797725630","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859da700800180c2ef03fea4ceda6efdcd00545249030300859da70080bbbabc1eâ\200\246","Ethernet II"
"34.797725680","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","102","030304859da700c00180c2ef03fea4ceda6efdcd0d54524903030d859da700c0bbbabc1eâ\200\246","Ethernet II"
"34.797725700","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","180","030304859da700c00180c2ef03fea4ceda6efdcd0d54524903030e859da700c0b1ba3abaâ\200\246","Ethernet II"
"34.963449031","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"35.172848459","74.125.24.95","443","192.168.1.137","54876","UDP","74","405df954fe50e5300d058d63fd0be0851139cd653e82189aeeda13f6024434ca","443  >  54876 Len=32"
"35.178749125","192.168.1.137","54876","74.125.24.95","443","UDP","75","4ae9c4402d790422b41b24eb6b04262817a1e7d2bb0f1b02c7ee951646e7b24dea","54876  >  443 Len=33"
"35.210020624","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"35.210476010","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"35.224920461","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"35.225342550","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"35.252525742","192.168.1.227","38114","192.168.1.254","53","DNS","80","","Standard query 0xf0a9 A fonts.googleapis.com"
"35.252526113","192.168.1.227","38114","192.168.1.254","53","DNS","80","","Standard query 0x8da8 AAAA fonts.googleapis.com"
"35.252802772","192.168.1.227","53550","192.168.1.254","53","DNS","77","","Standard query 0xa378 A www.w3schools.com"
"35.252854381","192.168.1.227","53550","192.168.1.254","53","DNS","77","","Standard query 0x0977 AAAA www.w3schools.com"
"35.253140513","192.168.1.254","53","192.168.1.227","38114","DNS","96","","Standard query response 0xf0a9 A fonts.googleapis.com A 74.125.200.95"
"35.265590217","192.168.1.254","53","192.168.1.227","38114","DNS","108","","Standard query response 0x8da8 AAAA fonts.googleapis.com AAAA 2404:6800:4003:c00::5f"
"35.266009881","192.168.1.254","53","192.168.1.227","53550","DNS","132","","Standard query response 0xa378 A www.w3schools.com CNAME cs837.wac.edgecastcdn.net A 192.229.179.87"
"35.283566713","192.168.1.227","53016","74.125.200.95","443","TCP","74","","53016  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2027201309 TSecr=0 WS=128"
"35.286685146","74.125.200.95","443","192.168.1.227","53016","TCP","74","","443  >  53016 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=3154215697 TSecr=2027201309 WS=256"
"35.287228276","192.168.1.227","53016","74.125.200.95","443","TCP","66","","53016  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2027201313 TSecr=3154215697"
"35.299489843","192.168.1.227","52692","192.168.1.183","5000","TCP","74","","52692  >  5000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2341539573 TSecr=0 WS=128"
"35.299710335","192.168.1.183","5000","192.168.1.227","52692","TCP","74","","5000  >  52692 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1741519784 TSecr=2341539573 WS=128"
"35.300217323","192.168.1.227","52692","192.168.1.183","5000","TCP","66","","52692  >  5000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2341539574 TSecr=1741519784"
"35.301087430","192.168.1.227","52692","192.168.1.183","5000","HTTP","463","","GET /static/images/coffeeshop.jpg HTTP/1.1 "
"35.301124501","192.168.1.183","5000","192.168.1.227","52692","TCP","66","","5000  >  52692 [ACK] Seq=1 Ack=398 Win=64768 Len=0 TSval=1741519785 TSecr=2341539574"
"35.302392492","192.168.1.227","52708","192.168.1.183","5000","TCP","74","","52708  >  5000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2341539576 TSecr=0 WS=128"
"35.302549203","192.168.1.183","5000","192.168.1.227","52708","TCP","74","","5000  >  52708 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1741519786 TSecr=2341539576 WS=128"
"35.302823869","192.168.1.227","52708","192.168.1.183","5000","TCP","66","","52708  >  5000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2341539576 TSecr=1741519786"
"35.303291845","192.168.1.227","52708","192.168.1.183","5000","HTTP","465","","GET /static/images/coffeehouse2.jpg HTTP/1.1 "
"35.303298187","192.168.1.183","5000","192.168.1.227","52708","TCP","66","","5000  >  52708 [ACK] Seq=1 Ack=400 Win=64768 Len=0 TSval=1741519787 TSecr=2341539577"
"35.311668525","192.168.1.227","52714","192.168.1.183","5000","TCP","74","","52714  >  5000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2341539585 TSecr=0 WS=128"
"35.311836600","192.168.1.183","5000","192.168.1.227","52714","TCP","74","","5000  >  52714 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1741519796 TSecr=2341539585 WS=128"
"35.312194987","192.168.1.227","52714","192.168.1.183","5000","TCP","66","","52714  >  5000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2341539586 TSecr=1741519796"
"35.315688728","192.168.1.227","52714","192.168.1.183","5000","HTTP","456","","GET /static/images/map.jpg HTTP/1.1 "
"35.315723905","192.168.1.183","5000","192.168.1.227","52714","TCP","66","","5000  >  52714 [ACK] Seq=1 Ack=391 Win=64896 Len=0 TSval=1741519800 TSecr=2341539589"
"35.336186141","192.168.1.183","5000","192.168.1.227","52708","TCP","436","","5000  >  52708 [PSH, ACK] Seq=1 Ack=400 Win=64768 Len=370 TSval=1741519820 TSecr=2341539577 [TCP segment of a reassembled PDU]"
"35.336841331","192.168.1.183","5000","192.168.1.227","52692","TCP","434","","5000  >  52692 [PSH, ACK] Seq=1 Ack=398 Win=64768 Len=368 TSval=1741519820 TSecr=2341539574 [TCP segment of a reassembled PDU]"
